1,0,Energy,1,5,9,6460,ATK +78,,SPD +8,CRI Dmg 10%,CRI Rate 7%,,58.42 %
2,0,Energy,1,5,9,6460,ATK +78,,CRI Rate 4%,SPD +13,HP 11%,,60.42 %
3,0,Energy,1,5,0,9690,ATK +15,,SPD +5,Resistance 4%,HP 7%,ATK 7%,52.38 %
4,0,Energy,1,6,9,15057,ATK +94,Resistance 5%,SPD +14,CRI Rate 8%,HP +346,,66.37 %
5,0,Energy,2,6,15,22190,HP 63%,Accuracy 4%,ATK +41,SPD +6,ATK 13%,CRI Rate 8%,67.56 %
6,0,Energy,3,6,12,14265,DEF +118,,HP 12%,DEF 11%,CRI Rate 6%,SPD +5,69.35 %
7,0,Energy,3,5,0,6375,DEF +15,HP +165,SPD +5,DEF 4%,CRI Dmg 4%,,43.96 %
8,0,Energy,3,6,6,9510,DEF +70,HP +244,CRI Rate 8%,SPD +10,,,57.14 %
9,0,Energy,3,5,9,7650,DEF +78,,Accuracy 12%,HP 9%,CRI Rate 5%,SPD +10,66.96 %
10,0,Energy,3,6,0,7132,DEF +22,,CRI Rate 4%,SPD +5,,,46.43 %
11,0,Energy,3,5,0,5100,DEF +15,,CRI Rate 5%,HP 5%,CRI Dmg 3%,,43.84 %
12,0,Energy,3,6,0,9510,DEF +22,Resistance 6%,HP 8%,CRI Dmg 7%,,,55.36 %
13,0,Energy,3,6,9,9510,DEF +94,,SPD +14,Resistance 8%,HP 12%,,70.24 %
14,0,Energy,4,6,0,14265,HP 11%,CRI Dmg 7%,ATK 7%,HP +249,Resistance 6%,,54.46 %
15,0,Energy,4,6,6,11412,CRI Dmg 35%,ATK +14,HP +568,HP 11%,,,45.54 %
16,0,Energy,4,6,0,17118,CRI Dmg 11%,,ATK +14,ATK 5%,DEF 6%,HP +197,45.54 %
17,0,Energy,4,6,14,19971,HP 53%,ATK +18,CRI Dmg 16%,HP +285,ATK 8%,DEF 8%,66.33 %
18,0,Energy,5,6,6,7608,HP +1080,,CRI Rate 17%,HP 6%,,,61.31 %
19,0,Energy,5,5,0,6800,HP +270,Resistance 6%,SPD +4,ATK 5%,CRI Dmg 5%,,50.04 %
20,0,Energy,5,6,9,12680,HP +1440,DEF +18,CRI Dmg 18%,SPD +4,CRI Rate 10%,,70.75 %
21,0,Energy,5,5,0,6800,HP +270,DEF +14,CRI Dmg 3%,ATK 7%,CRI Rate 4%,,44.43 %
22,0,Energy,6,6,12,18861,ATK 47%,Accuracy 8%,SPD +10,CRI Rate 8%,HP 16%,DEF +13,78.57 %
23,0,Guard,1,6,9,15057,ATK +94,,SPD +11,CRI Rate 12%,ATK 14%,,75.60 %
24,0,Guard,1,5,0,8075,ATK +15,,HP 6%,CRI Rate 5%,HP +148,,41.67 %
25,0,Guard,1,5,0,8075,ATK +15,Resistance 5%,CRI Rate 4%,SPD +4,,,44.35 %
26,0,Guard,1,5,0,11305,ATK +15,,Accuracy 6%,CRI Rate 3%,SPD +4,HP 5%,48.51 %
27,0,Guard,2,5,0,10200,SPD +5,DEF +8,CRI Rate 3%,CRI Dmg 4%,ATK +12,,38.01 %
28,0,Guard,2,6,9,19020,SPD +25,HP 8%,ATK 26%,Accuracy 5%,Resistance 8%,,77.68 %
29,0,Guard,3,6,0,9510,DEF +22,,DEF 6%,CRI Dmg 4%,,,45.15 %
30,0,Guard,3,6,6,11887,DEF +70,,HP +567,CRI Dmg 11%,CRI Rate 6%,,54.08 %
31,0,Guard,3,6,12,16642,DEF +118,,CRI Dmg 14%,SPD +10 -> +12,DEF 5%,CRI Rate 4% (Converted),71.13 %
32,0,Guard,3,5,0,5100,DEF +15,,SPD +4,DEF 7%,,,41.37 %
33,0,Guard,3,6,12,19020,DEF +118,Resistance 4%,CRI Rate 4%,Accuracy 7%,CRI Dmg 21%,DEF 8%,78.87 %
34,0,Guard,4,6,6,11412,DEF 29%,,Accuracy 12%,Resistance 11%,,,56.25 %
35,0,Guard,4,6,6,14265,CRI Dmg 35%,Accuracy 6%,DEF +31,CRI Rate 12%,,,55.36 %
36,0,Guard,4,6,15,19971,CRI Dmg 80%,,HP 15% -> 20%,Resistance 13%,ATK 13% -> 20%,CRI Rate 4%,77.08 %
37,0,Guard,5,5,6,6800,HP +900,Accuracy 3%,DEF 11%,CRI Rate 7%,,,51.19 %
38,0,Guard,5,5,6,6800,HP +900,Accuracy 7%,CRI Dmg 9%,DEF 12%,,,56.51 %
39,0,Guard,5,6,0,12680,HP +360,,HP 8%,CRI Rate 6%,CRI Dmg 7%,,57.14 %
40,0,Guard,5,5,0,6800,HP +270,CRI Dmg 3%,CRI Rate 3%,DEF 4%,,,40.56 %
41,0,Guard,5,6,0,15216,HP +360,Accuracy 6%,DEF 7%,HP 5%,Resistance 7%,,58.04 %
42,0,Guard,5,6,0,17752,HP +360,,CRI Rate 6%,ATK +17,DEF +13,HP 8%,50.00 %
43,0,Guard,5,5,12,10880,HP +1530,ATK 6%,SPD +5 -> +8,HP 5%,CRI Rate 15%,DEF 12%,74.70 %
44,0,Swift,1,5,12,12920,ATK +99,Accuracy 6%,CRI Rate 16%,HP 7%,CRI Dmg 4%,Resistance 6%,70.45 %
45,0,Swift,1,5,12,12920,ATK +99,HP 4%,ATK 11%,CRI Rate 6%,HP +297,CRI Dmg 3%,53.95 %
46,0,Swift,1,5,6,8075,ATK +57,HP 4%,CRI Dmg 7%,ATK 10%,,,50.00 %
47,0,Swift,1,5,12,12920,ATK +99,CRI Rate 3%,ATK 26%,SPD +5,CRI Dmg 5%,Accuracy 3%,70.88 %
48,0,Swift,1,5,9,9690,ATK +78,HP 6%,SPD +4,Accuracy 4%,ATK 25%,,66.37 %
49,0,Swift,1,6,3,15057,ATK +46,HP 6%,CRI Rate 8%,SPD +6,,,57.74 %
50,0,Swift,1,5,9,9690,ATK +78,CRI Rate 3%,Resistance 4%,SPD +11,HP +475,,50.60 %
51,0,Swift,1,6,12,24092,ATK +118,HP 8%,CRI Dmg 12%,CRI Rate 10%,ATK 8%,Accuracy 7%,80.40 %
52,0,Swift,1,6,6,15057,ATK +70,HP +143,CRI Dmg 5%,SPD +14,,,57.48 %
53,0,Swift,1,5,6,8075,ATK +57,,CRI Dmg 11%,SPD +5,CRI Rate 3%,,51.11 %
54,0,Swift,1,6,9,18069,ATK +94,HP +359,CRI Dmg 20%,CRI Rate 9%,Resistance 5%,,71.30 %
55,0,Swift,1,6,0,12046,ATK +22,,SPD +5,CRI Rate 4%,,,46.43 %
56,0,Swift,2,5,12,13600,SPD +29,CRI Dmg 4%,Resistance 13%,CRI Rate 9%,HP +270,ATK 20%,74.62 %
57,0,Swift,2,6,0,15850,ATK 11%,Accuracy 6%,DEF 8%,Resistance 8%,,,55.36 %
58,0,Swift,3,5,9,7650,DEF +78,HP 5%,CRI Rate 18%,HP +228,SPD +3,,59.82 %
59,0,Swift,3,6,3,11887,DEF +46,,CRI Dmg 10%,SPD +4,CRI Rate 4%,,55.44 %
60,0,Swift,3,5,12,10200,DEF +99,Resistance 6%,SPD +8,Accuracy 11%,CRI Dmg 11%,HP 4%,69.86 %
61,0,Swift,3,5,0,6375,DEF +15,,Accuracy 4%,SPD +4,DEF 6%,,44.05 %
62,0,Swift,3,5,0,8925,DEF +15,,HP +200,CRI Dmg 3%,DEF 7%,CRI Rate 3%,43.24 %
63,0,Swift,4,6,0,14265,CRI Dmg 11%,Accuracy 4%,ATK +16,DEF 5%,,,43.75 %
64,0,Swift,4,6,13,19971,CRI Dmg 63%,,ATK 8%,SPD +15,HP +215,DEF 5%,65.18 %
65,0,Swift,4,6,6,14265,DEF 29%,CRI Rate 4%,SPD +10,HP 15%,,,65.77 %
66,0,Swift,5,5,9,8160,HP +1215,DEF +14,SPD +5,Accuracy 9%,CRI Dmg 15%,,59.65 %
67,0,Swift,5,5,0,5440,HP +270,,HP 6%,SPD +5,,,41.67 %
68,0,Swift,5,5,0,8160,HP +270,CRI Dmg 5%,SPD +4,Resistance 3%,DEF 7%,,49.15 %
69,0,Swift,5,6,0,10144,HP +360,,SPD +5,ATK 6%,,,47.02 %
70,0,Swift,6,6,6,10778,DEF 29%,,Accuracy 7%,SPD +12,,,56.25 %
71,0,Blade,1,6,6,10540,ATK +70,,CRI Rate 5%,ATK 19%,,,58.63 %
72,0,Blade,1,5,9,8882,ATK +78,SPD +3,CRI Rate 7%,CRI Dmg 12%,ATK 4%,,58.08 %
